vector_row,product_index,id,article,domain,price,description,characteristics_text
1689,1689,s2_702,,Мебель,11700,Доска аудитор 2400х1000 комби маркер мел 2 створк,Тип товара: Доска аудитор; Габариты: 2400х1000; Особенности: комби маркер мел 2 створк
1690,1690,s2_703,,Мебель,31400,Шкаф антиванд 1200х500х1950 усиленный 3мм 2 замка,Тип товара: Шкаф антиванд; Габариты: 1200х500х1950; Особенности: усиленный 3мм 2 замка
1691,1691,s2_704,,Мебель,1450,Тумба прикр 400х350х500 дуб сонома ЛДСП; дуб 1 ящика,Тип товара: Тумба прикр; Габариты: 400х350х500; Цвет: дуб сонома; Материал: ЛДСП; дуб; Особенности: 1 ящика
1692,1692,s2_705,,Мебель,11400,Зона чёрный экокожа ожидан секция-кресло угловой,Тип товара: Зона; Цвет: чёрный; Материал: экокожа; Особенности: ожидан секция-кресло угловой
1693,1693,s2_706,,Мебель,3700,Стеновая 1200х2700 венге ЛДСП панель декор,Тип товара: Стеновая; Габариты: 1200х2700; Цвет: венге; Материал: ЛДСП; Особенности: панель декор
1694,1694,s2_707,,Мебель,14700,Скамья 1200х600х750 сталь тренир Скотта 3мм,Тип товара: Скамья; Габариты: 1200х600х750; Материал: сталь; Особенности: тренир Скотта 3мм
1695,1695,s2_708,,Мебель,8400,Перегородка офисный 1800х40х1500 ткань подвижн ширма,Тип товара: Перегородка офисный; Габариты: 1800х40х1500; Материал: ткань; Особенности: подвижн ширма
1696,1696,s2_709,,Мебель,18900,Стол офисный 1800х900х750 венге ЛДСП руководителя с тумбой,Тип товара: Стол офисный; Габариты: 1800х900х750; Цвет: венге; Материал: ЛДСП; Особенности: руководителя с тумбой
1697,1697,s2_710,,Мебель,24700,Шкаф-купе 1200х600х2200 венге 2-дверный,Тип товара: Шкаф-купе; Габариты: 1200х600х2200; Цвет: венге; Особенности: 2-дверный
1698,1698,s2_711,,Мебель,27800,Стол перегов 2800х1200х750 венге ЛДСП боулинг,Тип товара: Стол перегов; Габариты: 2800х1200х750; Цвет: венге; Материал: ЛДСП; Особенности: боулинг
1699,1699,s2_712,,Мебель,4700,Тумба обувн 800х300х900 дуб сонома ЛДСП; дуб откидн,Тип товара: Тумба обувн; Габариты: 800х300х900; Цвет: дуб сонома; Материал: ЛДСП; дуб; Особенности: откидн
1700,1700,s2_713,,Мебель,24700,Стол антиванд бетон парк 1500х7х750 шлифов,Тип товара: Стол антиванд; Особенности: бетон парк 1500х7х750 шлифов
1701,1701,s2_714,,Мебель,3900,Кронштейн настенный для проектор потолочный регул длин,Тип товара: Кронштейн; Особенности: настенный для проектор потолочный регул длин
1702,1702,s2_715,,Мебель,3700,Столик 700х700х750 венге ЛДСП ресторан складн,Тип товара: Столик; Габариты: 700х700х750; Цвет: венге; Материал: ЛДСП; Особенности: ресторан складн
1703,1703,s2_716,,Мебель,13700,Прилавок 1200х600х900 белый ЛДСП торгов с витрин,Тип товара: Прилавок; Габариты: 1200х600х900; Цвет: белый; Материал: ЛДСП; Особенности: торгов с витрин
1704,1704,s2_717,,Мебель,5400,Шкафчик 400х400х1850 белый ЛДСП столовой высокий,Тип товара: Шкафчик; Габариты: 400х400х1850; Цвет: белый; Материал: ЛДСП; Особенности: столовой высокий
1705,1705,s2_718,,Мебель,7400,Перегор 1500х40х1800 бежевый ЛДСП санитарн влагостойк,Тип товара: Перегор; Габариты: 1500х40х1800; Цвет: бежевый; Материал: ЛДСП; Особенности: санитарн влагостойк
1706,1706,s2_719,,Мебель,21400,Сейф огнестойкий 500х450х450 30мин эл замок,Тип товара: Сейф огнестойкий; Габариты: 500х450х450; Особенности: 30мин эл замок
1707,1707,s2_720,,Мебель,9800,Скамья 1400х500х450 сталь тренир горизонтальный 3мм,Тип товара: Скамья; Габариты: 1400х500х450; Материал: сталь; Особенности: тренир горизонтальный 3мм
1708,1708,s2_721,,Мебель,64800,Витрина музейн 1000х1000х1900 островн 4-сторонний,Тип товара: Витрина музейн; Габариты: 1000х1000х1900; Особенности: островн 4-сторонний
1709,1709,s2_722,,Мебель,9200,Шкаф-стеллаж 800х400х1850 венге ЛДСП со створк,Тип товара: Шкаф-стеллаж; Габариты: 800х400х1850; Цвет: венге; Материал: ЛДСП; Особенности: со створк
1710,1710,s2_723,,Мебель,7400,Сушилка для одежды с подогр электр 60Вт настенный,Тип товара: Сушилка для одежды; Особенности: с подогр электр 60Вт настенный
1711,1711,s2_724,,Мебель,9800,Стол письменный 1400х700х750 дуб сонома ЛДСП; дуб с тумбой 3 ящика,Тип товара: Стол письменный; Габариты: 1400х700х750; Цвет: дуб сонома; Материал: ЛДСП; дуб; Особенности: с тумбой 3 ящика
1712,1712,s2_725,,Мебель,28400,Витрина торгов 1000х1000х1500 стекло центральн островн,Тип товара: Витрина торгов; Габариты: 1000х1000х1500; Материал: стекло; Особенности: центральн островн
1713,1713,s2_726,,Мебель,7800,Велопарковка 2000х500х800 металл на 6 мест оцинк напольн,Тип товара: Велопарковка; Габариты: 2000х500х800; Материал: металл; Особенности: на 6 мест оцинк напольн
1714,1714,s2_727,,Мебель,6400,Тумба прикроватная 450х400х800 серый металл больничный,Тип товара: Тумба прикроватная; Габариты: 450х400х800; Цвет: серый; Материал: металл; Особенности: больничный
1715,1715,s2_728,,Мебель,8200,Тумба ТВ 1400х400х500 венге ЛДСП; металл каркас,Тип товара: Тумба ТВ; Габариты: 1400х400х500; Цвет: венге; Материал: ЛДСП; металл; Особенности: каркас
1716,1716,s2_729,,Мебель,22400,Верстак 1500х750х900 сборочн с подсвет полка,Тип товара: Верстак; Габариты: 1500х750х900; Особенности: сборочн с подсвет полка
1717,1717,s2_730,,Мебель,19800,Шкаф архивный 800х450х1950 металл с сейфом трейзор,Тип товара: Шкаф архивный; Габариты: 800х450х1950; Материал: металл; Особенности: с сейфом трейзор
1718,1718,s2_731,,Мебель,1980,Кронштейн монит наст наклон-поворот,Тип товара: Кронштейн; Особенности: монит наст наклон-поворот
1719,1719,s2_732,,Мебель,1700,Стул банкетный чёрный; коричневый экокожа штабел карк,Тип товара: Стул банкетный; Цвет: чёрный; коричневый; Материал: экокожа; Особенности: штабел карк
1720,1720,s2_733,,Мебель,13400,Скамья 2000х600х850 металл; дерево парков усиленный карк дерев сид,Тип товара: Скамья; Габариты: 2000х600х850; Материал: металл; дерево; Особенности: парков усиленный карк дерев сид
1721,1721,s2_734,,Мебель,9400,Кухонный модуль 1200х500х820 серый ЛДСП офисный ниж ящики,Тип товара: Кухонный модуль; Габариты: 1200х500х820; Цвет: серый; Материал: ЛДСП; Особенности: офисный ниж ящики
1722,1722,s2_735,,Мебель,18900,Тележка 700х450х950 металл инструмент 7 ящики колес,Тип товара: Тележка; Габариты: 700х450х950; Материал: металл; Особенности: инструмент 7 ящики колес
1723,1723,s2_736,,Мебель,17400,Раздевалка 1200х500х1850 металл шкаф ЛОК 4-секционный,Тип товара: Раздевалка; Габариты: 1200х500х1850; Материал: металл; Особенности: шкаф ЛОК 4-секционный
1724,1724,s2_737,,Мебель,9100,Стеллаж 1200х500х2000 металл 5 пол 150кг/п оцинк,Тип товара: Стеллаж; Габариты: 1200х500х2000; Материал: металл; Особенности: 5 пол 150кг/п оцинк
1725,1725,s2_738,,Мебель,4800,Столик 900х600х750 дуб ЛДСП; дуб ресторан складн,Тип товара: Столик; Габариты: 900х600х750; Цвет: дуб; Материал: ЛДСП; дуб; Особенности: ресторан складн
1726,1726,s2_739,,Мебель,8900,Кресло операторск чёрный; серый сетка спорт регулируемый,Тип товара: Кресло операторск; Цвет: чёрный; серый; Материал: сетка; Особенности: спорт регулируемый
1727,1727,s2_740,,Мебель,28400,Кровать дверный 1800х2000 белый ЛДСП ортопед осн,Тип товара: Кровать дверный; Габариты: 1800х2000; Цвет: белый; Материал: ЛДСП; Особенности: ортопед осн
1728,1728,s2_741,,Мебель,6800,Шкаф 300х250х1400 металл оружейн 2 замка,Тип товара: Шкаф; Габариты: 300х250х1400; Материал: металл; Особенности: оружейн 2 замка
1729,1729,s2_742,,Мебель,14700,Стеллаж антистат 1000х500х1800 ESD 4 пол ESD-покр,Тип товара: Стеллаж антистат; Габариты: 1000х500х1800; Особенности: ESD 4 пол ESD-покр
1730,1730,s2_743,,Мебель,780,Подставка под чёрный металл планшет регулируемый,Тип товара: Подставка под; Цвет: чёрный; Материал: металл; Особенности: планшет регулируемый
1731,1731,s2_744,,Мебель,34800,Кухонный модуль белый ЛДСП офисный компл 2400,Тип товара: Кухонный модуль; Цвет: белый; Материал: ЛДСП; Особенности: офисный компл 2400
1732,1732,s2_745,,Мебель,18900,Прихожая 1600х400х2100 дуб сонома ЛДСП; дуб компл зерк,Тип товара: Прихожая; Габариты: 1600х400х2100; Цвет: дуб сонома; Материал: ЛДСП; дуб; Особенности: компл зерк
1733,1733,s2_746,,Мебель,14800,Кресло руководителя серый ткань; дерево; рогожка дерев основ,Тип товара: Кресло руководителя; Цвет: серый; Материал: ткань; дерево; рогожка; Особенности: дерев основ
1734,1734,s2_747,,Мебель,5290,Стол письменный 1200х600х750 ольха ЛДСП,Тип товара: Стол письменный; Габариты: 1200х600х750; Цвет: ольха; Материал: ЛДСП
1735,1735,s2_748,,Мебель,3400,"Кронштейн монит наст 2-х монит "" газ лифт","Тип товара: Кронштейн; Особенности: монит наст 2-х монит "" газ лифт"
1736,1736,s2_749,,Мебель,17400,Верстак 1200х600х850 ремонтн электрон ESD-покрыт,Тип товара: Верстак; Габариты: 1200х600х850; Особенности: ремонтн электрон ESD-покрыт
1737,1737,s2_750,,Мебель,5400,Кресло операторск чёрный ткань; пластик подголовник крест,Тип товара: Кресло операторск; Цвет: чёрный; Материал: ткань; пластик; Особенности: подголовник крест
1738,1738,s2_751,,Мебель,3400,Огражд выставочный 1500х50х1100 чёрный Огражд выставочный барьерн,Тип товара: Огражд выставочный; Габариты: 1500х50х1100; Цвет: чёрный; Особенности: Огражд выставочный барьерн
1739,1739,s2_752,,Мебель,10900,Шкаф для одежды венге ЛДСП офисный со штангой+полк,Тип товара: Шкаф для одежды; Цвет: венге; Материал: ЛДСП; Особенности: офисный со штангой+полк
1740,1740,s2_753,,Мебель,5200,Картотека серый металл 2 ящика А4 ключ,Тип товара: Картотека; Цвет: серый; Материал: металл; Особенности: 2 ящика А4 ключ
1741,1741,s2_754,,Мебель,19800,Верстак 1500х1500х850 сталь слесарн угловой 2мм 3 ящики,Тип товара: Верстак; Габариты: 1500х1500х850; Материал: сталь; Особенности: слесарн угловой 2мм 3 ящики
1742,1742,s2_755,,Мебель,4100,Стул барный чёрный металл; экокожа со спинкой,Тип товара: Стул барный; Цвет: чёрный; Материал: металл; экокожа; Особенности: со спинкой
1743,1743,s2_756,,Мебель,3200,Доска маркерн 1500х1000 алюминий эмалев алюминиевая рамка лоток,Тип товара: Доска маркерн; Габариты: 1500х1000; Материал: алюминий; Особенности: эмалев алюминиевая рамка лоток
1744,1744,s2_757,,Мебель,6450,Стол письменный 1600х600х750 венге ЛДСП,Тип товара: Стол письменный; Габариты: 1600х600х750; Цвет: венге; Материал: ЛДСП
1745,1745,s2_758,,Мебель,2380,Кресло посетит коричневый; хром хром; ткань на полозьях крест,Тип товара: Кресло посетит; Цвет: коричневый; хром; Материал: хром; ткань; Особенности: на полозьях крест
1746,1746,s2_759,,Мебель,48400,Бенч-система 2800х1600х1200 серый 4-местный с перегор,Тип товара: Бенч-система; Габариты: 2800х1600х1200; Цвет: серый; Особенности: 4-местный с перегор
1747,1747,s2_760,,Мебель,16400,Шкаф гостевой 900х600х2100 венге ЛДСП распашной 1-дверный,Тип товара: Шкаф гостевой; Габариты: 900х600х2100; Цвет: венге; Материал: ЛДСП; Особенности: распашной 1-дверный
1748,1748,s2_761,,Мебель,24800,Скамья 2000х1200х1300 тренировочн жим лёжа со стойк,Тип товара: Скамья; Габариты: 2000х1200х1300; Особенности: тренировочн жим лёжа со стойк
1749,1749,s2_762,,Мебель,4400,Тумба гостевой 450х400х500 дуб ЛДСП; дуб прикроватная 2 ящика,Тип товара: Тумба гостевой; Габариты: 450х400х500; Цвет: дуб; Материал: ЛДСП; дуб; Особенности: прикроватная 2 ящика
1750,1750,s2_763,,Мебель,980,Карниз белый алюминий потолочный 3-рядный 3000,Тип товара: Карниз; Цвет: белый; Материал: алюминий; Особенности: потолочный 3-рядный 3000
1751,1751,s2_764,,Мебель,7800,Сейф оружейн 350х250х1400 ключ+трейзор,Тип товара: Сейф оружейн; Габариты: 350х250х1400; Особенности: ключ+трейзор
1752,1752,s2_765,,Мебель,4100,Подиум выставочный 600х600х600 чёрный ЛДСП квадратный,Тип товара: Подиум выставочный; Габариты: 600х600х600; Цвет: чёрный; Материал: ЛДСП; Особенности: квадратный
1753,1753,s2_766,,Мебель,5100,Раздевалка 1500х400х450 металл; дерево скамья с дерев сид,Тип товара: Раздевалка; Габариты: 1500х400х450; Материал: металл; дерево; Особенности: скамья с дерев сид
1754,1754,s2_767,,Мебель,1980,Доска информ 900х1200 пробков маркерн комби,Тип товара: Доска информ; Габариты: 900х1200; Особенности: пробков маркерн комби
1755,1755,s2_768,,Мебель,16400,Кровать дверный 1800х200 венге ЛДСП ортопед,Тип товара: Кровать дверный; Габариты: 1800х200; Цвет: венге; Материал: ЛДСП; Особенности: ортопед
1756,1756,s2_769,,Мебель,1850,Вешалка хром металл; хром напольн с подставк под зонт,Тип товара: Вешалка; Цвет: хром; Материал: металл; хром; Особенности: напольн с подставк под зонт
1757,1757,s2_770,,Мебель,7400,Стол операторск 1400х600х750 белый ЛДСП прям кабель,Тип товара: Стол операторск; Габариты: 1400х600х750; Цвет: белый; Материал: ЛДСП; Особенности: прям кабель
1758,1758,s2_771,,Мебель,1450,Пуф 400х400х400 чёрный экокожа квадрат,Тип товара: Пуф; Габариты: 400х400х400; Цвет: чёрный; Материал: экокожа; Особенности: квадрат
1759,1759,s2_772,,Мебель,1950,Полка 600х300х450 белый ЛДСП обувн 4 ярус,Тип товара: Полка; Габариты: 600х300х450; Цвет: белый; Материал: ЛДСП; Особенности: обувн 4 ярус
1760,1760,s2_773,,Мебель,9800,Перегородка банкетный 1800х50х2000 бежевый ткань мобильный колес,Тип товара: Перегородка банкетный; Габариты: 1800х50х2000; Цвет: бежевый; Материал: ткань; Особенности: мобильный колес
1761,1761,s2_774,,Мебель,2900,Урна металл парк 25л окраш порош зелён напольн,Тип товара: Урна; Материал: металл; Особенности: парк 25л окраш порош зелён напольн
1762,1762,s2_775,,Мебель,9400,Шкаф инструмент 600х400х1500 компактный 3 пол ключ,Тип товара: Шкаф инструмент; Габариты: 600х400х1500; Особенности: компактный 3 пол ключ
1763,1763,s2_776,,Мебель,3200,Столик 900х600х450 венге ЛДСП журн,Тип товара: Столик; Габариты: 900х600х450; Цвет: венге; Материал: ЛДСП; Особенности: журн
1764,1764,s2_777,,Мебель,19800,Стол лабораторный 1800х750х900 ЛДСП пристен с тумбой,Тип товара: Стол лабораторный; Габариты: 1800х750х900; Материал: ЛДСП; Особенности: пристен с тумбой
1765,1765,s2_778,,Мебель,3700,Доска флипчарт 700х1000 магн с регулируемый высотой,Тип товара: Доска флипчарт; Габариты: 700х1000; Особенности: магн с регулируемый высотой
1766,1766,s2_779,,Мебель,3200,Тумба под 500х400х600 белый ЛДСП принтер мобильный,Тип товара: Тумба под; Габариты: 500х400х600; Цвет: белый; Материал: ЛДСП; Особенности: принтер мобильный
1767,1767,s2_780,,Мебель,11800,Шкаф 2-дверный 800х500х2000 белый ЛДСП распашной,Тип товара: Шкаф 2-дверный; Габариты: 800х500х2000; Цвет: белый; Материал: ЛДСП; Особенности: распашной
1768,1768,s2_781,,Мебель,14800,Стол перегов 2000х1000х750 дуб сонома ЛДСП; дуб,Тип товара: Стол перегов; Габариты: 2000х1000х750; Цвет: дуб сонома; Материал: ЛДСП; дуб
1769,1769,s2_782,,Мебель,1380,Светильник подвес 1200х300 36Вт армстронг,Тип товара: Светильник подвес; Габариты: 1200х300; Особенности: 36Вт армстронг
1770,1770,s2_783,,Мебель,12300,Тумба ТВ 1800х450х500 тёмно-серый ЛДСП ящики+полки,Тип товара: Тумба ТВ; Габариты: 1800х450х500; Цвет: тёмно-серый; Материал: ЛДСП; Особенности: ящики+полки
1771,1771,s2_784,,Мебель,3450,Сейф огнестойкий 800х500х1500 1-час 145кг,Тип товара: Сейф огнестойкий; Габариты: 800х500х1500; Особенности: 1-час 145кг
1772,1772,s2_785,,Мебель,34500,Шкаф химический 1200х500х1950 металл лаб 2-дверный вытяж,Тип товара: Шкаф химический; Габариты: 1200х500х1950; Материал: металл; Особенности: лаб 2-дверный вытяж
1773,1773,s2_786,,Мебель,19400,Шкаф документальный 800х800х1950 белый ЛДСП угловой зерк,Тип товара: Шкаф документальный; Габариты: 800х800х1950; Цвет: белый; Материал: ЛДСП; Особенности: угловой зерк
1774,1774,s2_787,,Мебель,32700,Стеллаж консольный 2500х1500х3000 2-сторонний нагр 400кг/п,Тип товара: Стеллаж консольный; Габариты: 2500х1500х3000; Особенности: 2-сторонний нагр 400кг/п
1775,1775,s2_788,,Мебель,19800,Картотека серый металл 12 ящика А5 ключ,Тип товара: Картотека; Цвет: серый; Материал: металл; Особенности: 12 ящика А5 ключ
1776,1776,s2_789,,Мебель,19400,Шкаф документальный 800х450х1850 серый жалюзи рольставн,Тип товара: Шкаф документальный; Габариты: 800х450х1850; Цвет: серый; Особенности: жалюзи рольставн
1777,1777,s2_790,,Мебель,7350,Кресло офисный чёрный сетка эрг крестовина,Тип товара: Кресло офисный; Цвет: чёрный; Материал: сетка; Особенности: эрг крестовина
1778,1778,s2_791,,Мебель,26400,Кухонный модуль дуб сонома ЛДСП; дуб офисный компл 1800,Тип товара: Кухонный модуль; Цвет: дуб сонома; Материал: ЛДСП; дуб; Особенности: офисный компл 1800
1779,1779,s2_792,,Мебель,24700,Стеллаж паллетн 1800х1100х4500 нагр 700кг/п 3 ур,Тип товара: Стеллаж паллетн; Габариты: 1800х1100х4500; Особенности: нагр 700кг/п 3 ур
1780,1780,s2_793,,Мебель,1485,Стул банкетный бежевый; хром хром; ткань штабел карк,Тип товара: Стул банкетный; Цвет: бежевый; хром; Материал: хром; ткань; Особенности: штабел карк
1781,1781,s2_794,,Мебель,1850,Светильник трек чёрный 20Вт направл,Тип товара: Светильник трек; Цвет: чёрный; Особенности: 20Вт направл
1782,1782,s2_795,,Мебель,5400,Стол комп 900х500х750 дуб сонома ЛДСП; дуб дет,Тип товара: Стол комп; Габариты: 900х500х750; Цвет: дуб сонома; Материал: ЛДСП; дуб; Особенности: дет
1783,1783,s2_796,,Мебель,19700,Шкаф для инструмента 700х400х1200 картотечн 27 ящики,Тип товара: Шкаф для инструмента; Габариты: 700х400х1200; Особенности: картотечн 27 ящики
1784,1784,s2_797,,Мебель,1850,Подставка под дерево ноутб бамбук регулируемый,Тип товара: Подставка под; Материал: дерево; Особенности: ноутб бамбук регулируемый
1785,1785,s2_798,,Мебель,84700,Стеллаж архивный 4500х500х2200 передвижн 5 секц,Тип товара: Стеллаж архивный; Габариты: 4500х500х2200; Особенности: передвижн 5 секц
1786,1786,s2_799,,Мебель,1700,Подставка под клавиат с подставк под мышь,Тип товара: Подставка под; Особенности: клавиат с подставк под мышь
1787,1787,s2_800,,Мебель,19400,Стол лабораторный 2100х750х900 серый ЛДСП химостойк,Тип товара: Стол лабораторный; Габариты: 2100х750х900; Цвет: серый; Материал: ЛДСП; Особенности: химостойк
1788,1788,s2_801,,Мебель,2380,Кресло посетит бежевый металл; ткань на полозьях каркас,Тип товара: Кресло посетит; Цвет: бежевый; Материал: металл; ткань; Особенности: на полозьях каркас
1789,1789,s2_802,,Мебель,2100,Стул чёрный; хром хром; экокожа конферен,Тип товара: Стул; Цвет: чёрный; хром; Материал: хром; экокожа; Особенности: конферен
1790,1790,s2_803,,Мебель,12400,Шкаф докум 800х400х1950 серый высокий со створк,Тип товара: Шкаф докум; Габариты: 800х400х1950; Цвет: серый; Особенности: высокий со створк
1791,1791,s2_804,,Мебель,6400,Тумба офисный 800х450х750 белый ЛДСП 2-дверный,Тип товара: Тумба офисный; Габариты: 800х450х750; Цвет: белый; Материал: ЛДСП; Особенности: 2-дверный
1792,1792,s2_805,,Мебель,6800,Банкетка 1800х350х450 ЛДСП раздевалк с ящики под обувь,Тип товара: Банкетка; Габариты: 1800х350х450; Материал: ЛДСП; Особенности: раздевалк с ящики под обувь
1793,1793,s2_806,,Мебель,5800,Стол ресторан 800х800х750 чёрный; дуб металл; дуб шпон каркас,Тип товара: Стол ресторан; Габариты: 800х800х750; Цвет: чёрный; дуб; Материал: металл; дуб; Особенности: шпон каркас
1794,1794,s2_807,,Мебель,1380,Тумба под серый ЛДСП систем блок выкатн,Тип товара: Тумба под; Цвет: серый; Материал: ЛДСП; Особенности: систем блок выкатн
1795,1795,s2_808,,Мебель,8400,Кровать односпальный 900х1900 белый ЛДСП,Тип товара: Кровать односпальный; Габариты: 900х1900; Цвет: белый; Материал: ЛДСП
1796,1796,s2_809,,Мебель,780,Светильник аварийный 3Вт автон 2ч,Тип товара: Светильник аварийный; Особенности: 3Вт автон 2ч
1797,1797,s2_810,,Мебель,11800,Кресло операторск чёрный сетка синхромех,Тип товара: Кресло операторск; Цвет: чёрный; Материал: сетка; Особенности: синхромех
1798,1798,s2_811,,Мебель,14500,Кресло акцент велюр горчичн,Тип товара: Кресло акцент; Особенности: велюр горчичн
1799,1799,s2_812,,Мебель,4100,Столик 1100х600х450 белый ЛДСП журн бел глян,Тип товара: Столик; Габариты: 1100х600х450; Цвет: белый; Материал: ЛДСП; Особенности: журн бел глян
1800,1800,s2_813,,Мебель,8400,Перегородка офисный 1200х40х1500 матовый стекло со,Тип товара: Перегородка офисный; Габариты: 1200х40х1500; Цвет: матовый; Материал: стекло; Особенности: со
1801,1801,s2_814,,Мебель,5300,Шкаф офисный 800х450х750 серый ЛДСП со створками,Тип товара: Шкаф офисный; Габариты: 800х450х750; Цвет: серый; Материал: ЛДСП; Особенности: со створками
1802,1802,s2_815,,Мебель,9800,Зона чёрный экокожа ожидан модул секция-кресло,Тип товара: Зона; Цвет: чёрный; Материал: экокожа; Особенности: ожидан модул секция-кресло
1803,1803,s2_816,,Мебель,3400,Багажн.подставка гостевой 600х400х500 металл металлический+кожзам,Тип товара: Багажн.подставка гостевой; Габариты: 600х400х500; Материал: металл; Особенности: металлический+кожзам
1804,1804,s2_817,,Мебель,3200,Парта школьн 600х500х760 бук ЛДСП; металл; бук 1-местный каркас,Тип товара: Парта школьн; Габариты: 600х500х760; Цвет: бук; Материал: ЛДСП; металл; бук; Особенности: 1-местный каркас
1805,1805,s2_818,,Мебель,380,Покрытие ковролин напольн рулон 1500мм/п,Тип товара: Покрытие; Материал: ковролин; Особенности: напольн рулон 1500мм/п
1806,1806,s2_819,,Мебель,2350,Стол приставн 600х400х750 дуб сонома ЛДСП; дуб,Тип товара: Стол приставн; Габариты: 600х400х750; Цвет: дуб сонома; Материал: ЛДСП; дуб
1807,1807,s2_820,,Мебель,13700,Тележка 600х400х850 металл инструмент 5 ящики с замком,Тип товара: Тележка; Габариты: 600х400х850; Материал: металл; Особенности: инструмент 5 ящики с замком
1808,1808,s2_821,,Мебель,14800,Стол комп 1100х600х920 венге ЛДСП дет растущ,Тип товара: Стол комп; Габариты: 1100х600х920; Цвет: венге; Материал: ЛДСП; Особенности: дет растущ
1809,1809,s2_822,,Мебель,19800,Верстак 1200х600х850 металл с ящиками 5-секционный ключ,Тип товара: Верстак; Габариты: 1200х600х850; Материал: металл; Особенности: с ящиками 5-секционный ключ
1810,1810,s2_823,,Мебель,2200,Стеновая 600х2700 белый ЛДСП панель белая паз-гребень,Тип товара: Стеновая; Габариты: 600х2700; Цвет: белый; Материал: ЛДСП; Особенности: панель белая паз-гребень
1811,1811,s2_824,,Мебель,8400,Стеллаж 1200х500х1800 металл 5 пол 150кг/п оцинк,Тип товара: Стеллаж; Габариты: 1200х500х1800; Материал: металл; Особенности: 5 пол 150кг/п оцинк
1812,1812,s2_825,,Мебель,2900,Перегородка офисный 1600х30х400 ткань экран наст,Тип товара: Перегородка офисный; Габариты: 1600х30х400; Материал: ткань; Особенности: экран наст
1813,1813,s2_826,,Мебель,3700,Стол брифинг 900х450х750 серый ЛДСП приставн,Тип товара: Стол брифинг; Габариты: 900х450х750; Цвет: серый; Материал: ЛДСП; Особенности: приставн
1814,1814,s2_827,,Мебель,11400,Стол учительск 1200х600х900 венге ЛДСП с кафедр,Тип товара: Стол учительск; Габариты: 1200х600х900; Цвет: венге; Материал: ЛДСП; Особенности: с кафедр
1815,1815,s2_828,,Мебель,3700,Подставка под ноутб напольн передвижн колес,Тип товара: Подставка под; Особенности: ноутб напольн передвижн колес
1816,1816,s2_829,,Мебель,19400,Ресепшен-стойка 1200х600х1100 белый ЛДСП модул,Тип товара: Ресепшен-стойка; Габариты: 1200х600х1100; Цвет: белый; Материал: ЛДСП; Особенности: модул
1817,1817,s2_830,,Мебель,6800,Матрас 900х2000 беспр кокос+пенополиур,Тип товара: Матрас; Габариты: 900х2000; Особенности: беспр кокос+пенополиур
1818,1818,s2_831,,Мебель,14400,Шкаф для одежды 600х500х1850 серый офисный с сушкой,Тип товара: Шкаф для одежды; Габариты: 600х500х1850; Цвет: серый; Особенности: офисный с сушкой
1819,1819,s2_832,,Мебель,12700,Кушетка медицинский 2000х700х650 белый экокожа смотровой карк,Тип товара: Кушетка медицинский; Габариты: 2000х700х650; Цвет: белый; Материал: экокожа; Особенности: смотровой карк
1820,1820,s2_833,,Мебель,5700,Подиум выставочный 1200х600х500 чёрный ЛДСП прямоуг,Тип товара: Подиум выставочный; Габариты: 1200х600х500; Цвет: чёрный; Материал: ЛДСП; Особенности: прямоуг
1821,1821,s2_834,,Мебель,28700,Тележка 900х500х1000 инструмент больш 9 ящики проф,Тип товара: Тележка; Габариты: 900х500х1000; Особенности: инструмент больш 9 ящики проф
1822,1822,s2_835,,Мебель,31400,Верстак 2000х2000х900 серый металл угловой 4 ящики+полки,Тип товара: Верстак; Габариты: 2000х2000х900; Цвет: серый; Материал: металл; Особенности: угловой 4 ящики+полки
1823,1823,s2_836,,Мебель,9100,Кушетка медицинский 1900х600х600 бежевый винил смотровой карк,Тип товара: Кушетка медицинский; Габариты: 1900х600х600; Цвет: бежевый; Материал: винил; Особенности: смотровой карк
1824,1824,s2_837,,Мебель,84700,"Шкаф 800х1000х2200 серый сервер напольн 19"" 47U перфор дверный","Тип товара: Шкаф; Габариты: 800х1000х2200; Цвет: серый; Особенности: сервер напольн 19"" 47U перфор дверный"
1825,1825,s2_838,,Мебель,3950,Тумба выкатн 400х500х600 белый ЛДСП 3 ящика,Тип товара: Тумба выкатн; Габариты: 400х500х600; Цвет: белый; Материал: ЛДСП; Особенности: 3 ящика
1826,1826,s2_839,,Мебель,540,Полка 600х250х100 чёрный металл; сетка наст,Тип товара: Полка; Габариты: 600х250х100; Цвет: чёрный; Материал: металл; сетка; Особенности: наст
1827,1827,s2_840,,Мебель,6700,Тумба ТВ 1200х400х450 белый ЛДСП бел глян,Тип товара: Тумба ТВ; Габариты: 1200х400х450; Цвет: белый; Материал: ЛДСП; Особенности: бел глян
1828,1828,s2_841,,Мебель,10700,Стол-бенч 1200х1200х750 серый ЛДСП приставн угловой,Тип товара: Стол-бенч; Габариты: 1200х1200х750; Цвет: серый; Материал: ЛДСП; Особенности: приставн угловой
1829,1829,s2_842,,Мебель,10800,Стол операторск 1400х1200х750 серый ЛДСП угловой,Тип товара: Стол операторск; Габариты: 1400х1200х750; Цвет: серый; Материал: ЛДСП; Особенности: угловой
